FIPS,X,Y,Year,SMOKING,POVERTY,PM25,NO2,SO2,LBC_RATE
27083,12774.18183,2380403.367,2003,22.2,8.8,11.9,0.91,0.005,49
27085,136381.7312,2427334.909,2003,25.4,6,12.24,1.54,0.014,51
27087,14506.26367,2703719.094,2003,31.4,15.1,8.02,0.9,0.002,59
27089,-27630.30056,2817782.069,2003,26.3,8.5,7.2,0.33,0.001,58
27091,116346.0199,2298875.724,2003,26.1,9.8,13.44,0.97,0.003,49
27093,115633.1663,2460321.663,2003,26.6,7.6,11.01,1.93,0.015,50
27095,184007.6921,2552130.181,2003,28.9,8.7,9.79,1.41,0.014,58
27097,134427.5516,2559428.555,2003,27,9.4,9.82,1.11,0.01,57
27099,260739.8518,2302115.625,2003,25.4,9.1,14.24,1.82,0.006,47
27101,18909.27293,2336826.204,2003,24.3,7.5,11.76,0.91,0.004,45
27103,139332.061,2374629.954,2003,21.6,7.5,13.01,1.09,0.006,47
27105,19812.23799,2298018.128,2003,25.6,9.6,11.05,0.66,0.005,45
27107,-34639.47731,2703879.079,2003,25.7,9.7,7.68,1.02,0.002,59
27109,287448.4756,2340185.489,2003,21.3,6.8,13.49,1.81,0.01,46
27111,22545.26363,2602270.545,2003,26.1,9.5,9.38,0.71,0.003,54
27113,-2711.383627,2785557.161,2003,28.8,9.5,7.86,0.68,0.001,59
27115,252234.7358,2574550.148,2003,29.6,10.7,9.35,0.74,0.009,65
27117,-20662.74671,2336908.889,2003,25.7,8.8,11.15,0.73,0.004,45
27119,-30270.73049,2753311.421,2003,25.6,10.7,7.59,0.86,0.001,59
27121,43359.04101,2511035.04,2003,23.4,8.3,11.16,0.95,0.005,49
27123,228271.2383,2451143.334,2003,23.8,10.7,12.57,4.09,0.031,54
27125,-7208.577437,2764081.399,2003,27.4,9.1,7.96,0.78,0.001,59
27127,59257.11276,2379540.95,2003,25.7,8.3,12.17,0.86,0.004,48
27129,83283.61812,2415770.722,2003,25,8.9,12.18,0.97,0.005,46
27131,214896.5526,2376869.227,2003,24.8,7.2,13.88,3.29,0.013,48
27133,-20319.97252,2298067.989,2003,24.8,7.5,10.51,0.79,0.005,45
27135,14045.62162,2863525.817,2003,28.2,6.4,6.89,0.57,0.001,58
27137,267295.5829,2738877.235,2003,25.3,10.5,6.02,0.91,0.004,64
27139,194935.3273,2409119.942,2003,20.9,3.8,13.68,3.02,0.019,52
27141,174041.8963,2497147.819,2003,23.6,4.6,11.5,2.6,0.024,57
27143,140105.2629,2400226.361,2003,25,7.9,12.83,1.31,0.01,50
27145,108340.7639,2507901.112,2003,23.3,8,10.3,1.62,0.012,54
27147,221559.3393,2340042.189,2003,24.6,6.8,14.01,2.09,0.007,47
27149,-17.566564,2510900.233,2003,23,8.6,10.35,0.91,0.007,50
27151,24978.76783,2477271.759,2003,26.8,9.2,11.35,0.99,0.006,50
27153,85450.85093,2565100.282,2003,27.6,11.2,9.39,0.76,0.005,50
27155,-36709.30376,2531661.86,2003,25.8,10.5,9.69,1.18,0.006,50
27157,299930.7307,2371963.016,2003,23.6,6.3,12.88,1.69,0.014,46
27159,79195.36032,2622219.671,2003,27.4,11.9,9.23,0.33,0.004,57
27161,192736.0892,2339215.552,2003,26.9,8,13.99,2.12,0.005,46
27163,245199.1633,2454048.389,2003,20.3,4.7,11.95,2.96,0.03,54
27165,110782.8191,2332714.64,2003,26.6,8.8,12.84,1.16,0.003,48
27167,-36109.2336,2596511.89,2003,27.1,8.3,8.93,0.92,0.003,54
27169,337262.4859,2340349.891,2003,21.9,9.7,12.77,1.81,0.012,45
27171,159939.6368,2466763.187,2003,24.7,4.7,11.76,2.52,0.025,53
27173,10367.29253,2414182.373,2003,24.8,8.4,11.56,0.95,0.007,50
28001,439598.7854,944804.3276,2003,28.1,22.4,12.16,0.68,0.029,74
28003,671996.7365,1339724.687,2003,29.8,16.2,14.37,1.29,0.043,82
28005,493374.6591,913342.1974,2003,29,18.5,11.58,0.94,0.026,72
28007,595019.5033,1133084.981,2003,28.1,20,13.01,0.74,0.008,83
28009,617499.1642,1328478.819,2003,30.6,20,13.29,0.94,0.018,76
28011,470436.6566,1204779.814,2003,26.6,27.5,14.72,1.29,0.016,87
28013,611002.1882,1229299.964,2003,30,16.9,13.22,0.75,0.011,79
28015,561035.6064,1171358.144,2003,28.2,16.2,13.25,0.9,0.009,83
28017,646694.9243,1230138.495,2003,29.1,17.6,13.84,0.79,0.015,77
28019,623726.4901,1164260.182,2003,28.3,21.6,13,0.74,0.01,72
28021,478430.437,1001662.787,2003,23.5,25.6,12.12,0.58,0.01,74
28023,686480.8073,1022818.022,2003,26.2,18.9,12.11,0.63,0.021,74
28025,664180.1804,1201761.144,2003,26.6,20.7,13.73,0.83,0.017,74
28027,493172.4036,1254579.942,2003,28.9,28.4,14.79,1.38,0.014,90
28029,522602.0062,992450.1504,2003,28.1,21.2,12.04,0.63,0.008,71
28031,608632.8362,971570.152,2003,26.9,19.3,11.87,0.85,0.01,85
28033,544393.2775,1330119.06,2003,29,8.6,13.87,2.04,0.023,82
28035,639915.159,924177.7404,2003,25.4,20.4,11.17,0.96,0.027,86
28037,482663.3039,946482.3627,2003,28,19.6,11.87,0.57,0.021,72
28039,700850.5338,892342.2934,2003,30.2,16.1,10.54,1.09,0.072,86
28041,698304.2593,931350.3493,2003,30,19.9,11,0.76,0.057,85
28043,569615.6393,1207872.195,2003,28.7,18.6,13.51,0.92,0.009,83
28045,623941.3205,836929.5793,2003,31.4,15.7,9.76,1.47,0.027,86
28047,659303.4479,849287.1566,2003,31.2,16.4,10.01,1.47,0.042,91
28049,520600.9533,1036687.74,2003,24.2,20.5,12.48,0.72,0.007,68
28051,547495.1501,1134132.137,2003,27.9,32.4,13.34,0.91,0.008,89
28053,507177.3655,1132246.336,2003,28.5,30.2,13.66,1.2,0.011,86
28055,466693.0782,1086725.655,2003,29.4,29.6,13.36,1,0.011,92
28057,697144.5339,1274298.221,2003,30.6,13.6,14.5,1.09,0.038,83
28059,704520.4188,856057.6363,2003,29.8,14.9,10,1.31,0.056,82
28061,646418.4606,1017317.606,2003,26,20.8,12.23,0.69,0.012,77
28063,468133.4877,974398.8103,2003,27.6,28.2,12.02,0.56,0.015,74
28065,583598.9285,962829.9348,2003,27.7,23,11.56,0.85,0.008,81
28067,644872.7867,972934.054,2003,25.7,18.7,12.1,0.62,0.016,79
28069,684860.3153,1102460.374,2003,26.7,20,13.15,0.76,0.024,73
28071,594216.1938,1275228.692,2003,22.5,15.9,13.02,1.06,0.013,82
28073,616021.6082,924386.9559,2003,24.8,13.8,11.07,0.86,0.019,85
28075,685875.7304,1063354.926,2003,27,18.9,12.77,0.77,0.021,70
28077,556948.8964,958924.224,2003,27.3,17.5,11.62,0.76,0.008,82
28079,602823.6974,1096365.811,2003,28.9,19.9,13.01,0.7,0.008,89
28081,667998.6485,1273087.622,2003,27,14.1,14.65,1.17,0.025,78
28083,525260.5108,1180517.156,2003,28.2,29.5,14.47,1.09,0.01,85
28085,524286.4013,955008.2169,2003,26.6,17.7,11.4,0.71,0.011,75
28087,696843.6162,1183808.092,2003,24.5,19.2,13.77,1.18,0.027,76
28089,556284.3426,1080077.736,2003,21.4,13.2,12.97,0.79,0.007,107
28091,586103.3147,925196.4177,2003,30.2,21.8,11.14,0.89,0.011,85
28093,589454.0504,1320350.901,2003,31.4,19.2,13.18,1.46,0.017,74
28095,689733.521,1230239.149,2003,28.7,16.2,14.34,0.83,0.026,79
28097,588676.533,1178221.466,2003,28.8,21,13.02,0.69,0.009,84
28099,640620.0512,1098978.289,2003,30.9,18.6,12.99,0.81,0.011,76
28101,643340.9414,1059690.668,2003,26.2,16.9,12.66,0.79,0.011,74
28103,688388.3025,1142522.129,2003,27.9,26.9,13.31,0.98,0.023,70
28105,657111.0197,1175363.424,2003,20,21.6,13.07,0.87,0.015,74
28107,551714.0481,1273232.834,2003,29.9,21,13.74,1.13,0.014,87
28109,611623.6927,875390.7484,2003,31,18.1,10.16,1.31,0.026,86
28111,665195.1977,924127.4477,2003,28.1,18.2,11.09,0.82,0.039,85
28113,531366.3223,915572.2912,2003,27.7,22.8,11.3,0.78,0.012,78
28115,636031.536,1263463.635,2003,29.3,13.2,13.79,1.14,0.016,77
28117,679750.695,1310852.252,2003,30.9,15.2,14.44,1.3,0.044,82
28119,521630.4767,1258724.022,2003,31.4,27.5,14.41,1.32,0.014,91
28121,567068.6276,1039287.213,2003,26.9,10.4,12.48,0.73,0.007,77
28123,604167.2303,1057667.927,2003,30.9,16.1,12.95,0.92,0.008,82
28125,482157.7088,1103050.726,2003,25.9,29.5,13.31,1.08,0.011,92
28127,572011.9497,1000441.833,2003,27.4,19.8,12,0.92,0.007,75
28129,610043.9958,1014625.133,2003,26.6,16.4,12.52,0.75,0.008,76
28131,656408.5767,880911.6438,2003,30.7,17.4,10.05,1.08,0.052,87
28133,498431.3782,1184642.26,2003,28.9,30.5,14.59,1.28,0.013,84
28135,534264.5395,1225842.766,2003,29.4,25.7,14.25,1.12,0.011,87
28137,550179.6578,1305274.61,2003,30.4,14.9,13.64,1.42,0.019,85
28139,643211.316,1324883.425,2003,29.5,15.7,13.86,1.08,0.024,84
28141,704089.1753,1326497.873,2003,32.5,13.8,14.12,1.36,0.063,85
28143,511132.4408,1302989.429,2003,31.1,22.4,14.17,1.49,0.02,89
28145,636887.6155,1293247.048,2003,29.3,12.7,13.86,0.99,0.019,79
28147,559816.4039,914315.3391,2003,27.4,22.4,11.05,0.77,0.01,83
28149,481779.0749,1044542.753,2003,25.8,17.6,12.88,0.99,0.008,84
28151,467283.5991,1147378.085,2003,28.4,28.5,14.05,1.46,0.016,91
28153,689291.2644,978270.0408,2003,26.7,20.6,11.79,0.67,0.032,79
28155,618245.895,1193624.19,2003,28.8,18.5,13.04,0.73,0.011,78
28157,445345.3733,909332.5124,2003,28.4,28.1,12.06,0.87,0.042,73
28159,645589.7485,1136830.042,2003,26.7,20,13,0.81,0.012,69
28161,576356.2601,1237230.343,2003,29.7,18.9,13.19,1.01,0.011,84
28163,521521.4772,1094140.804,2003,29,27.2,13.13,0.88,0.008,83
29001,286828.6436,1913466.126,2003,23,15.9,12.11,0.98,0.015,69
29003,101452.0056,1885754.978,2003,25.7,8.3,10.33,2.25,0.015,73
29005,48091.88898,1935390.539,2003,27,11.1,10.28,1.25,0.019,60
29007,355626.7454,1806919.156,2003,31.9,13.6,12.41,1.08,0.022,74
29009,192124.2894,1520432.593,2003,29.4,14.9,11.77,0.55,0.008,65
29011,144712.3001,1608298.331,2003,30.4,12.8,12.89,1.25,0.019,79
29013,143867.9394,1692929.675,2003,31.9,13,11.34,1.2,0.042,74
29015,234893.1068,1699250.102,2003,30.5,14.7,11.75,0.76,0.016,74
29017,524085.3086,1603281.976,2003,32.3,13.3,13.28,1.52,0.037,88
29019,316584.4669,1780009.411,2003,23.2,11.7,12.26,1.01,0.017,66
29021,101496.5258,1849513.472,2003,32.3,12.3,10.12,1.98,0.02,76
29023,494697.2772,1533533.238,2003,34.1,17.1,13.53,1.2,0.02,97
29025,171479.187,1850333.89,2003,30.4,11.9,11.27,1.36,0.021,75
29027,350211.5932,1763994.021,2003,28.5,9.8,11.71,0.88,0.02,66
29029,281158.0843,1670641.378,2003,29.6,11.7,10.5,0.69,0.008,78
29031,553511.1143,1612173.036,2003,25.3,11.2,14.31,1.55,0.051,82
29033,212774.1301,1825555.363,2003,28.9,12.8,12.05,1.51,0.021,73
29035,444270.6802,1555940.884,2003,32.2,19.5,10.77,0.91,0.013,94
29037,141821.4024,1736678.168,2003,28.6,7.4,11.06,2.09,0.046,67
29039,187181.4424,1633953.304,2003,31.1,15.8,12.03,0.89,0.018,76
29041,258693.96,1836809.003,2003,27.7,10.9,12.17,1.47,0.021,72
29043,247933.6639,1550979.168,2003,25.2,9.3,10.92,0.57,0.005,70
29045,358467.3497,1940981.253,2003,28.4,12.5,12.99,0.86,0.013,73
29047,134873.291,1810824.823,2003,27.1,6.5,10.94,2.92,0.031,79
29049,135743.4638,1843439.361,2003,29.1,8.6,10.69,1.47,0.024,77
29051,321129.6827,1725795.623,2003,25.2,9,11.4,0.72,0.011,66
29053,274255.9308,1761952.861,2003,30.4,11.2,12.04,0.86,0.014,72
29055,408333.0522,1670261.173,2003,33.2,14.5,10.56,0.97,0.036,77
29057,188404.7022,1601288.192,2003,30.6,12.9,12.19,1.04,0.013,78
29059,259984.552,1631087.385,2003,33,15.3,10.9,0.77,0.008,72
29061,170582.0083,1884495.193,2003,31.1,14.1,11.2,1.11,0.015,74
29063,135207.7874,1876109.382,2003,31.6,13.5,10.63,1.43,0.017,76
29065,392686.8514,1627997.957,2003,31.4,16,9.72,0.65,0.014,85
29067,308856.405,1548922.01,2003,30.7,17,9.97,0.42,0.005,75
29069,525684.827,1485530.354,2003,34.7,20.6,14.78,1.74,0.025,108
29071,425820.8543,1719938.263,2003,29.7,8.4,11.49,1.36,0.08,76
29073,388252.9807,1721374.578,2003,29.8,9.7,10.84,0.77,0.042,69
29075,134178.4029,1911816.507,2003,26.9,11.3,10.36,1.58,0.012,59
29077,233503.2546,1582901.925,2003,28.4,12.4,11.54,0.99,0.007,71
29079,205691.857,1902401.112,2003,32.3,14.2,11.72,0.73,0.013,72
29081,169076.0999,1928522.575,2003,30.5,13.3,10.72,1.15,0.01,70
29083,190964.3712,1708218.581,2003,31.2,13.3,12.07,1.35,0.032,75
29085,233216.2806,1659571.785,2003,32.6,16.2,11.51,0.45,0.013,77
29087,66348.238,1897832.286,2003,27.8,11.8,10.37,1.73,0.018,71
29089,282847.0063,1795794.247,2003,28.3,11.8,12.57,1.27,0.019,72
29091,363630.2991,1533247.301,2003,28.8,17.1,10.01,0.47,0.008,78
29093,457107.1623,1625550.118,2003,33.4,17.6,11.06,0.82,0.031,92
29095,141884.7367,1777185.261,2003,28.5,12.3,11.16,2.58,0.04,68
29097,145899.7137,1574859.044,2003,29.9,14.9,12.62,1.05,0.015,80
29099,473173.5205,1705640.251,2003,31.1,8,12.41,1.99,0.107,81
29101,188902.0158,1748408.001,2003,25.9,11.5,12.01,1.5,0.033,72
29103,325307.2574,1907857.793,2003,27.3,14.4,12.85,1.31,0.015,73
29105,297887.9072,1629912.918,2003,33.1,14.3,9.86,0.71,0.006,72
29107,189804.7018,1784475.842,2003,29.2,10.2,12.19,1.73,0.03,72
29109,190763.2203,1564847.178,2003,29.7,13.6,12.26,0.8,0.009,78
29111,361423.0279,1905960.669,2003,28.7,13.3,13,1.26,0.015,74
29113,431885.2938,1792903.227,2003,30.8,9,13.21,1.73,0.073,71
29115,245211.3124,1876193.761,2003,30.1,13.4,12.02,1.17,0.019,71
29117,208048.4275,1865241.725,2003,30.7,12.5,11.91,1.19,0.017,73
29119,146336.4968,1510439.961,2003,32.4,16.9,12.08,0.62,0.013,77
29121,291346.1889,1873253.086,2003,29,12.1,12.46,1.24,0.021,70
29123,495097.4371,1619082.768,2003,33.5,15,12.27,1.29,0.037,84
29125,353567.2425,1688532.464,2003,29.3,12.2,10.04,0.76,0.015,72
29127,371318.9015,1873795.304,2003,30.3,12.6,12.95,1,0.017,74
29129,204526.5185,1936928.024,2003,28.3,12,11.15,0.77,0.01,70
29131,309723.9011,1692667.839,2003,32.1,13.4,10.52,0.85,0.008,72
29133,592323.6065,1552393.018,2003,34.2,20.6,15.67,2.86,0.061,97
29135,294590.2712,1738992.527,2003,30.4,10.5,11.92,0.75,0.011,68
29137,340688.9544,1837662.664,2003,30.3,10.1,12.88,0.99,0.019,72
29139,388823.129,1777580.163,2003,30.5,11.9,11.78,1.1,0.041,70
29141,269268.6999,1714688.317,2003,30.8,14.8,11.57,0.77,0.011,71
29143,562250.1532,1524088.373,2003,32.6,18.8,15.43,2.45,0.04,112
29145,146573.1253,1541438.53,2003,27.9,12.2,12.18,0.69,0.013,77
29147,94023.99103,1927963.97,2003,24.1,11.6,10.48,1.18,0.013,58
29149,406786.7657,1525492.561,2003,30.6,18.5,10.4,0.59,0.012,84
29151,357575.4224,1722179.377,2003,28.3,8.5,10.8,0.67,0.02,67
29153,314834.6386,1517368.088,2003,31.1,18.2,10.3,0.56,0.006,79
29155,553260.9538,1480487.481,2003,34.5,23.3,15.32,1.97,0.03,109
29157,538905.4874,1647526.679,2003,31.1,9.6,13.8,1.56,0.059,76
29159,233809.5297,1747786.188,2003,30.3,12.7,12.04,0.92,0.019,72
29161,366451.1476,1657174.996,2003,26.7,14.1,9.76,0.58,0.014,72
29163,412143.2157,1823936.409,2003,31.6,14.3,13.29,1.32,0.04,74
29165,104662.9669,1818258.965,2003,22.4,5.5,10.2,2.89,0.026,78
29167,227270.5984,1622952.14,2003,29.9,14.9,11.72,0.75,0.01,76
29169,330578.0928,1649750.452,2003,28.1,12.2,9.72,0.48,0.007,74
29171,250739.503,1944570.252,2003,28.2,13.8,11.92,0.94,0.01,69
29173,381288.038,1843018.277,2003,29.3,9.1,12.97,0.86,0.022,74
29175,298668.9621,1829738.064,2003,31.6,13.4,12.52,1.47,0.022,72
29177,171618.0233,1816271.057,2003,31.7,8.4,11.48,2.26,0.028,75
29179,441197.3336,1603030.164,2003,33.4,18.2,10.69,0.84,0.019,94
29181,454693.6895,1524134.178,2003,32.3,19.2,12.02,0.96,0.015,93
29183,458069.1472,1763372.981,2003,23.2,4.9,13.62,3.93,0.113,77
29185,193338.6569,1669272.806,2003,31.2,16.8,11.98,0.72,0.024,78
29186,505366.7026,1666438.903,2003,30.2,8.7,12.83,1.58,0.074,88
29187,481755.912,1655598.1,2003,32.5,14.3,11.77,1.31,0.062,88
29189,478830.1188,1748606.586,2003,23.5,8.6,14.19,4.4,0.127,78
29195,239591.8356,1793785.754,2003,30,13.4,12.13,1.3,0.02,71
29197,292426.8646,1945012.362,2003,27.8,13.6,12.34,1.05,0.011,65
29199,323888.0246,1944183.406,2003,27.1,13.1,12.9,1.04,0.012,70
29201,566156.6007,1575852.63,2003,31.7,14.6,15.01,2.31,0.053,93
29203,404531.4627,1578138.819,2003,30.9,21.2,9.98,0.71,0.01,84
29205,332845.2916,1871213.082,2003,29.6,13.5,12.96,0.99,0.018,73
29207,534537.7132,1551607.652,2003,32.6,15,14.43,2.04,0.033,96
29209,225013.5414,1525410.72,2003,28.1,12.7,11.33,0.69,0.006,69
29211,243670.7475,1914251.432,2003,30.9,14.8,11.93,0.81,0.013,71
29213,262003.2747,1516157.147,2003,28.1,13.3,10.91,0.49,0.005,72
29215,354101.9971,1593749.812,2003,29.7,18.5,9.28,0.48,0.007,79
29217,144528.1862,1647277.786,2003,33,15,12.14,1.23,0.028,77
29219,416431.1312,1759110.137,2003,28,9.1,12.07,1.58,0.076,69
29221,445480.2513,1670525.702,2003,35.4,18.3,11.03,1.11,0.06,89
29223,487271.6781,1577577.716,2003,34.4,20,12.14,1.05,0.021,97
29225,274339.1817,1586725.353,2003,30.8,13.9,10.32,1,0.005,69
29227,132645.723,1941712.55,2003,27.1,13,10.12,1.26,0.01,58
29229,310053.7371,1586860.816,2003,31.8,18.7,9.5,0.65,0.005,77
29510,495965.4453,1749191.957,2003,31.8,21.5,14.79,4.19,0.129,77
30001,-1320786.985,2577978.79,2003,20.8,15.7,4.95,0.21,0,52
30003,-896794.6093,2547041.655,2003,33.7,24,5.95,0.31,0.004,71
30005,-965666.4792,2891486.712,2003,29.9,22.3,6,0.43,0,49
30007,-1190801.689,2690989.537,2003,25.8,13,4.93,0.32,0,51
30009,-1019218.447,2541001.913,2003,22.7,11.2,5.57,0.27,0,53
30011,-666090.91,2532983.272,2003,24.4,12.4,6.9,0.41,0.002,54
30013,-1162057.795,2795782.152,2003,23.7,13.8,5.69,0.37,0,56
30015,-1084053.351,2847446.513,2003,23.2,15.1,5.96,0.45,0,49
30017,-738427.4833,2622019.582,2003,26.1,14,6.97,0.44,0.005,59
30019,-708618.7978,2900108.636,2003,23.2,11.9,6,0.53,0.041,58
30021,-676192.8093,2728758.526,2003,26.2,12.7,6.26,0.35,0.003,55
30023,-1315703.474,2682045.233,2003,29.7,14.9,5.31,0.25,0,55
30025,-648827.4798,2622652.694,2003,24.4,9.7,6.37,0.38,0.002,53
30027,-1003167.133,2766619.423,2003,24.2,14.9,5.99,0.37,0,63
30029,-1343717.776,2938520.858,2003,22.5,12.6,8.57,0.47,0,60
30031,-1180013.412,2599876.845,2003,16.8,11.5,4.77,0.28,0,48
30033,-834569.4169,2746689.178,2003,23.8,11.7,6.64,0.36,0.001,63
30035,-1258195.618,2968642.541,2003,35.3,25.6,7.94,0.44,0,52
30037,-1012935.982,2669419.932,2003,23.9,18.2,6.06,0.3,0,66
30039,-1337176.8,2724657.349,2003,24.6,14.8,6.49,0.24,0,66
30041,-1047646.854,2925254.731,2003,26.9,18.1,6.27,0.42,0,49
30043,-1239745.931,2678511.597,2003,22.7,9.3,4.73,0.22,0,50
30045,-1085163.641,2754239.591,2003,20.3,16.2,5.34,0.4,0,53
30047,-1360346.961,2868863.673,2003,27.4,19.1,8.74,0.31,0,65
30049,-1243644.894,2788567.623,2003,21.9,11.6,6.27,0.3,0,64
30051,-1116164.797,2928277.639,2003,25.3,13.8,6.67,0.42,0,50
30053,-1437928.373,2985105.108,2003,27.7,18.3,7.14,0.33,0,62
30055,-739803.7946,2777050.369,2003,22.6,12.6,6.47,0.34,0.004,55
30057,-1242203.7,2583380.608,2003,20.9,11.7,4.87,0.22,0,52
30059,-1139577.75,2712535.016,2003,24.3,17.1,5,0.29,0,48
30061,-1438614.537,2828197.881,2003,27.8,17.8,7.28,0.25,0,48
30063,-1360729.536,2800363.677,2003,22,15,7.98,0.34,0,64
30065,-951844.157,2674103.375,2003,25.3,17.6,6.09,0.35,0,67
30067,-1131030.269,2586493.568,2003,22.8,12.5,4.84,0.2,0,46
30069,-931795.8907,2740759.742,2003,23.4,12,6.04,0.37,0,64
30071,-890738.8822,2862331.916,2003,25.7,16,6.04,0.39,0.001,53
30073,-1210735.494,2906974.261,2003,26,17.6,7.28,0.4,0,51
30075,-752578.2999,2527796.892,2003,22.6,11.2,6.88,0.43,0.008,64
30077,-1289880.75,2766780.375,2003,28.6,16.2,6.3,0.27,0,65
30079,-716807.076,2687641.422,2003,23.6,12.3,6.9,0.35,0.002,58
30081,-1395487.684,2699195.558,2003,24.3,14,6.8,0.23,0,58
30083,-645396.676,2783818.062,2003,25.8,13.1,6.02,0.42,0.009,58
30085,-674298.2355,2842700.171,2003,34.4,26.3,5.95,0.45,0.021,58
30087,-827610.5257,2628727.497,2003,27.5,18,6.75,0.48,0.007,65
30089,-1436939.243,2887369.732,2003,26.4,17.1,7.47,0.35,0,64
30091,-631961.6159,2885854.128,2003,24.9,12.7,6.37,0.54,0.028,58
30093,-1287405.305,2659111.555,2003,27.8,15.9,4.93,0.24,0,55
30095,-1040937.634,2593559.579,2003,23.9,9.4,5.59,0.4,0,64
30097,-1080544.704,2615471.062,2003,22.2,10.3,5.22,0.3,0,46
30099,-1219122.042,2864660.998,2003,21.4,13.8,7.14,0.32,0,51
30101,-1163793.786,2946591.757,2003,28.7,14.2,7.34,0.44,0,51
30103,-869543.298,2631908.105,2003,22.8,12.4,6.54,0.55,0.004,65
30105,-796653.6712,2862925.122,2003,25.9,14.6,6.11,0.34,0.005,56
30107,-1062652.332,2686116.073,2003,25.8,20.2,5.77,0.23,0,66
30109,-629858.3056,2691145.32,2003,24.7,12.8,6.03,0.39,0.003,54
30111,-950537.6271,2611299.28,2003,25,12.1,6.25,0.47,0.001,68
31001,-210085.38,1948506.423,2003,25.8,10,8.01,0.79,0.001,59
31003,-169568.001,2132532.114,2003,23.5,11.8,8.17,0.39,0.002,48
31005,-471192.8169,2076826.208,2003,23.8,10,8.54,0.6,0.01,54
31007,-637767.9665,2086050.766,2003,20.7,8,7.1,0.57,0.001,54
31009,-327464.1148,2108057.989,2003,21.1,15.2,7.98,0.32,0.002,50
31011,-170749.0523,2079955.63,2003,22.7,10,8.45,0.66,0.002,53
31013,-580558.7666,2157287.614,2003,28.9,11.4,7.54,0.42,0.001,52
31015,-224579.975,2214786.56,2003,24.1,11.7,7.49,0.55,0.001,50
31017,-321177.4672,2165604.143,2003,23.6,11.4,7.75,0.32,0.002,49
31019,-257078.0011,1986921.426,2003,21.5,10.4,8.34,0.57,0.001,61
31021,-27082.75559,2094345.672,2003,25,9.9,12.85,1.28,0.023,66
31023,-94121.30312,2024851.054,2003,24.2,9,10.22,1.1,0.005,56
31025,-11757.07194,1988914.769,2003,24,6.4,10.77,0.96,0.023,63
31027,-102164.7047,2178578.448,2003,22.7,8.3,9.33,0.7,0.006,48
31029,-478367.9603,1960032.657,2003,21.1,10.2,8.61,0.59,0.009,49
31031,-417586.0068,2183117.311,2003,23.9,12.3,7.73,0.32,0.002,55
31033,-581349.0902,2045008.93,2003,24.2,9.5,8.1,0.6,0.001,53
31035,-172301.7786,1947590.956,2003,22.2,10.4,7.95,0.99,0.002,59
31037,-89916.64564,2063755.169,2003,23.6,9.4,11.22,0.79,0.006,56
31039,-64846.05315,2101821.487,2003,24.6,8.7,12.01,0.74,0.014,56
31041,-309110.6583,2049177.237,2003,22,12.3,8.01,0.47,0.003,50
31043,-46190.79597,2154787.998,2003,28.1,10.7,11.53,1.07,0.018,51
31045,-580413.692,2213211.163,2003,22.8,16.1,6.95,0.57,0.001,51
31047,-319207.0897,1990865.85,2003,26.3,10.5,8.54,0.41,0.004,62
31049,-527298.5817,2029074.776,2003,25.1,10,8.45,0.72,0.003,53
31051,-70923.09195,2166396.813,2003,24.9,8.9,10.54,0.75,0.012,47
31053,-54112.41969,2063857.671,2003,28,9.5,12.32,1.06,0.016,62
31055,-12871.82632,2032077.063,2003,25.1,10.8,11.84,1.56,0.027,71
31057,-479847.787,1921110.737,2003,21,11.5,8.5,0.56,0.004,49
31059,-134103.7872,1946879.521,2003,22.1,9.4,8.04,1.1,0.003,52
31061,-249236.1,1910609.832,2003,24.1,11.5,8.63,0.45,0.001,60
31063,-368929.9096,1954929.032,2003,22.3,10.6,8.82,0.44,0.009,62
31065,-330176.5758,1913547.911,2003,25,11,9.02,0.51,0.003,51
31067,-58127.66117,1916502.056,2003,24.7,9.7,8.89,0.85,0.014,54
31069,-523631.5908,2085706.806,2003,24.7,12.7,8.63,0.56,0.003,54
31071,-246329.0517,2105205.593,2003,23.6,11.4,7.93,0.39,0.001,49
31073,-321713.6369,1951136.369,2003,22.6,7.9,9.03,0.38,0.003,51
31075,-472552.233,2115730.381,2003,20.9,9,8.29,0.42,0.005,51
31077,-208689.2037,2065290.3,2003,23.4,12.4,8.19,0.67,0.001,54
31079,-209138.6211,1987483.309,2003,25.9,12,8.08,0.67,0.001,59
31081,-169090.5244,1986584.278,2003,22.6,8.1,8.01,0.88,0.002,58
31083,-287316.0819,1911905.679,2003,24.5,9.9,8.97,0.47,0.002,52
31085,-424996.5378,1957068.112,2003,22,9,8.58,0.56,0.016,54
31087,-425418.6649,1918009.738,2003,26.2,13,8.71,0.66,0.007,49
31089,-227473.9518,2165147.56,2003,24.2,12.1,8.01,0.38,0.001,49
31091,-422774.2048,2112943.249,2003,21.8,8.8,8.08,0.41,0.008,51
31093,-209322.8625,2026404.731,2003,23.4,10.6,8.14,0.57,0.001,54
31095,-96451.84341,1907253.854,2003,25.6,9.5,8.31,0.82,0.006,50
31097,-22319.1647,1930992.62,2003,25.6,8.8,9.36,0.8,0.02,59
31099,-247670.4773,1947593.525,2003,23.7,7.8,8.7,0.52,0.001,61
31101,-470806.0444,2035340.6,2003,25.7,10.5,8.54,0.78,0.016,61
31103,-301464.224,2215073.062,2003,22.5,13.2,7.79,0.45,0.001,53
31105,-641269.8148,2047165.897,2003,26.4,11.9,7.97,0.53,0.001,54
